Foxwoods Theater|review strictly foxwood unless particuliar broadway theater really do not know expect term size seat chart show online seem stretch space feel sit back will not able see show case foxwood actually one small theater nyc sit orchestra stage right close stage action angle make difficult people sit far leave row see inside like broadway theater plush welcome restroom spaciaous man attendent see spiderman turn dark think seat low section great show far leave right first row visit foxwood theater spiderman play
Foxwoods Theater|great show idina engage audience personal life story never see audience clap along se along little prompt band also great voice definitely show stopper great show idina menzel
Foxwoods Theater|foxwoods theatre broadway theatre locate west street manhattan new york city venue seat capacity make second large house broadway also know lyric theater broadway
Foxwoods Theater|show entertain impersonator perform artist singer entertain fox theatre lady gaga stevie wonder ste freddy mercury donna summer elvis presley awesome show run time month october legend concert
NFL Experience Times Square|experience basically place nyc give kid adult feel actual football player place great highly recommend ottimo
NFL Experience Times Square|use sightsee pas do not expect go nfl experience rainy day decide give try hey family enjoy much well organize great set fun age recommend nfl fan
NFL Experience Times Square|immersive movie begin excellent rest pretty lame vertical jump guidance activity leave lot desire take picture lombardi trophy whole thing take min top cost do not waste time money underwhelme
NFL Experience Times Square|take football crazy son theater amaze everything else ok tenyearold word ok really expect advertise well underdelivered product say however every employee meet fantastic great people ok product good great
NFL Experience Times Square|love thing football put must recent trip city get well deal groupon ticket cheap price remain open mind go late afternoon tuesday people do not wait long turn theater wait area memorabilia that s interest although poor collection do not get excite local bar game day well theater many row get choose word advice seat look like something sticky spill well special effect snow do not sit do not want get cover soap type bubbleflake show theater excellent two floor small little interactive exhibit like hit dummy jumping max small novelty small sort cheesy display throw football time area matter folk stair lombardi replica set super bowl ticket copy sb ring copy tunnel run that s actually exit gift shop spend time restaurant view good time square go love football be kid do not get expectant something profound unless have never leave kansa love thing football go
NFL Experience Times Square|go morning super bowl warm game movie experience cool turn max interactive fun study play go practice session target throw football cool even think wife well watch gatorade photo op super bowl sunday visit nfl
NFL Experience Times Square|overall great experience worth hour time improve though great experience
NFL Experience Times Square|take son two friend awesome friday afternoon playdate love every minute experience especially lifesize decal elevator movie block dummy quarterback challenge beg go experience right finish mustdo activity good playdate ever
NFL Experience Times Square|go mvp ticket allow photo end worth extra money normal ticket think would lot merchandise hope buy jersey have not accept card cash warn staff friendly really be not enough make go back time overly impressed
NFL Experience Times Square|nice experience especially price get travelzoo theater nice technology different history sport team great spend hour minute great date family child also call check make sure nt group event want go thursday night stop sell last ticket luckily city night go next afternoon around noon nt pack nt wait long activity great date football fan
NFL Experience Times Square|must visit nfl fan bear fan ireland load nfl experience wife nt fan nfl still enjoy hour place excellent
NFL Experience Times Square|three friend visit nfl experience saturday march great time two use sport fan two parttime fan however wonderful time interactive game well do staff hand helpful polite encourage film amaze give idea like field player gift store nice well stock available food reasonably price time square go see broadway show frozen afternoon get freeze popcorn prepoppe frozen degree watch get keep tin serve great experience fun
NFL Experience Times Square|boyfriend absolutely love be really nfl actually really enjoy be nfl definitely love staff really friendly get involve overall really enjoyable informative experience brilliant
NFL Experience Times Square|go alone monday afternoon partner huge sport fan buy ticket almost dollar advance work without problem really interest part adult perspective exhibition memorabilia different team movie game kind entertain seem rather design kid teenager even though staff nice try hard include everyone exit include usual gift shop overprice bar whole experience ea ok totally overprice regard fact take little one hour complete everything nt care money place may nice visit kid friend otherwise recommend rather invest money actual game ticket rather disappoint
NFL Experience Times Square|visit kid age expect much include nyc pas end one top thing kid enjoy nyc madame tussaud ride probably would not give star would pay full price definitely worth discount take minute go fun kid activity fun memorabilia adult amaze movie really make feel like nfl game preteen review
NFL Experience Times Square|overall give experience staff star great place visit
NFL Experience Times Square|bit pricey crazy especially nyc lot activity staff excellent movie cool part pretty cool
NFL Experience Times Square|would come really dedicate nfl experience place mostly tourist trap towner tourist foreign visitor give place two star wait back october passionate nfl colleague insist must go worth come want brave crowd get regular professional game fast majority fan ca nt lifetime perspective skip experience unless really hardcore fan another tourist trap nyc
NFL Experience Times Square|nt experience stuff stop pick gift husband vacation die hard lion fan nt much lion merch able find something staff friendly helpful would go back fun part neat place
NFL Experience Times Square|great experience informative generally cool place visit see even people big nfl must nfl fan
NFL Experience Times Square|whilst be much nfl fan boyfriend want give go admission include new york pas think actually fairly impressed be not busy probably help mean boyfriend could try interactive activity even join quarterback challenge find fun get learn new stuff would not say need spend great deal time may obviously bit different busy worth visit ny pas
NFL Experience Times Square|think price tad bit steep pretty much tax whole attraction fun nt offer enough yet high price opinion say cool thing especially football diehard dbox movie great interactive drill fun staff friendly engage role nfl experience come hometown new orleans plenty time super bowl use convention center size attraction think nfl experience offer lot thing time square much space build fit thing go back think bit pricey say whole thing do hr diehard football fan definitely worth shot try enjoy think nfl shop pretty limited surprised room film good morning football may ca nt offer merchandise think place would best big group football fan football diehard enjoy though attraction room improve
NFL Experience Times Square|great place come real football fan offseason good time visit want avoid crowd come prepare participate physical activity zip possibly bore fortunately like challenge youngun everything eat light plan find something food consist less snack bar find movie theater mvp pas allow go back different station linger other nick birthday
NFL Experience Times Square|fun interactive spot someone jist begin fully immerse sport great way get know team play involve hype atmosphere worth visit great experience
NFL Experience Times Square|unexpectedly cover sightsee pas fantastic experience great variety thing wonderful insight go behind scene nfl wife also enjoy although knowledge nfl basically prior come along much fun
NFL Experience Times Square|football fan love place watch video learn favorite team interactive screen wait next show go theatre watch clip excite moment finally head interactive room training exercise make trading card screen capable printing yet go room super bowl champ pretty neat
NFL Experience Times Square|highlight trip nyc must see fun everyone great place excellent staff clean awesome time awesome attraction
NFL Experience Times Square|first nice air condition building clean nt care football blast kind trophy display go stair movie theater awesome snow good part would highly suggest heart condition special need light pregnant theater part movie lot interactive game even bar look time square huge highlight trip downfall wish pretzel worth yes wow much fun
NFL Experience Times Square|previously visit college football hall fame atlanta disappoint activity overly interactive gift shop overprice although movie well do disappoint overprice
NFL Experience Times Square|pretty cool place spend couple hour fun time
NFL Experience Times Square|include new york pas decide go get rain husband nfl however pleasantly surprise great experience let learn sport plus say jewellery end something everyone experience duck get rain
NFL Experience Times Square|staff really helpful spend enjoyable hour experience well worth visit
NFL Experience Times Square|price little bit expensive give thing get see try hence star ok experience could well
NFL Experience Times Square|year old boy girl husband love football esp nfl soon decide go nyc trip new england know list happy get ticket groupon would have pay full price need could skip disappointed every part seem put lot think decor activity minimal training employee whole experience never explain think direction whether signage employee would helpful employee do not seem pay attention line help whomever push way front couple seem know go first several time even repeat activity family wait confuse know suppose end kind virtual reality one employee seem able work another stand around wait could not get work kid do say pretty worthless whole thing feel underwhelme maybe expect much think cool thing uniform try picture wax figure star etc enthusiastic employee would have make much well glad do not plan whole trip around like initially think hope get well time really worth money sorry disappoint
NFL Experience Times Square|recently take opportunity take early teenage grandson visit nfl experience floor different exercise test area allow young one use inexhaustible energy time teach football player throw accuracy time well quickly player need react kid great time great visit activity come nfl star
NFL Experience Times Square|must nyc football fan boyfriend say enjoy well nfl hall fame take hour be not enough spend time movie exceptional gift shop could use variety amaze
NFL Experience Times Square|go bf ob admit pretty good time lot thing see also interactive good time
NFL Experience Times Square|really great time movie fantastic compete son blast definitely would suggest football fan love
NFL Experience Times Square|get clue american football son look forward prebooke ticket queue really enjoy learnt bit game enjoy watch young son take part good boy time couple hour staff really nice helpful recommend worth visit
NFL Experience Times Square|law huge footballtom brady fan decide give nfl experience try unhappy nfl little iffy nfl experience disappoint great staff great fun football fan would highly recommend love rainy day nyc
NFL Experience Times Square|son football fan think may find interest ca nt believe charge kid way pricey well save money go somewhere else overprice venue
NFL Experience Times Square|unfortunately majority staff nt make attempt interact kid experience fall flat outside guy scan ticket ask kid favorite team rest staff lack degree enthusiasm disappoint compare excitement fan walk door example line one game throw football receiver create passer rating guy work game tell son could play game yet people sight also somewhat curtly instruct son collect ball throw put back basket idea employee seem simply stand around odd frankly seem morale low underwhelmed gift shop almost appear gift shop fill overstock offer deep discount cool concept room improve guest experience
NFL Experience Times Square|love time experience would recommend people get purely nfl fan great attraction pity closing
NFL Experience Times Square|husband want go new york holiday england nt know much american football still lot fun like play interactive game learn sport team fun even non football fan
NFL Experience Times Square|fun way spend hour ny football fan lot history thing really experience like wear protection gear fun hour nfl fan
NFL Experience Times Square|go husband two year old son nfl experience lot fun get involve station get experience really like video throw football etc great see super bowl ticket super bowl ring visit last hour sorry see event closing otherwise hope add onto reason head back near future fun place
NFL Experience Times Square|unfortunately attraction close come month go free fun memorabilia movie cool block pad vertical jump measure pas drill since go close store limited selection point almost everything sale football fan something go chance course price right good exhibit fun activity
NFL Experience Times Square|fan nfl make sure visit mention free good free attraction
NFL Experience Times Square|overall free fun like football definetly worth free fun minute
NFL Experience Times Square|right time square brightly advertise attraction walk ask say nfl history memorabilia ask much say free could believe figure get lose give nfl lanyard floor go see imax feature presentation afterwards test skill collection football every super bowl ring sale pressure worth time since learn plan close attraction go hidden surprise
NFL Experience Times Square|like football go even nt like football enjoy take time watch video football nut
NFL Experience Times Square|truly enjoy experience husband love football sport lot picture activity fill hour movie great lot fun
NFL Experience Times Square|be not much advertising thrill mother two
NFL Experience Times Square|happy could experience nfl one make trip unforgettable nice lot thing could vertical jump thing watch video good thing anyway football fan republic korea nt many opportunity kind home country awesome thank nfl experience time square enjoy really much really like good moment trip usa
NFL Experience Times Square|wife nfl fan uk enjoy experience good time filler
Balto Statue|balto statue stand park since balto togo perform heroic run diphtheria medicine within alaska great distance epidemic another hero story get attention call togo relegate less salubrious park low east side read full story incredible dog incredible even nt know appreciate story child love statue climb want photo balto reasonably patient situate near child zoo park east drive st nt go right deep park find whoever put photo lab balto awesome photo one dog lover four legged hero appreciator
Balto Statue|family get disorient try find central park zoo statue find helpful try get situate plus year old think neat see statue dog good photo op well would nt go way find unless like need find order get ultimate destination good landmark statue find lose central park lol
Balto Statue|kid love movie always keen ski tourer fan iditerod first stop central park story still amaze see
Balto Statue|statue consider worthwhile stop park locate near east drive street one favorite central park statue
Balto Statue|travel partner also balto fan sit nearby bench meditate whole experience continue way area also peaceful sit reflect overcome emotion
Balto Statue|lot youngster stop photo shot balto sled dog
Balto Statue|statue close central park zoo also useful reference point information plaque describe story statue many child come photo get crowd peak time near zoo
Balto Statue|find central park walk sle dog
Balto Statue|balto lead sle dog lead sled dog team across frozen lake snowstorm life save diptheria serum child nome alaska near whiteout condition sle dog driver order save time trust balto lead across frozen part sea way nome alaska make many life save proud monument dedicate towards courage skill still awe easy access see statue central park close street statue show directory see park great place photo cool statue great significance
Balto Statue|great morning walk bike central park go look balto statue lot people talk picture son kid climb statue make happy happy statue dedicate sled team alaska save nome epidemic way back read book balto statue son want see ever since read book
Balto Statue|kid watch movie first good cartoon explain baltos importance great statue
Balto Statue|balto stature line near people wait take picture cute statue dedicate sle dog deliver medicine nome alaska cultural attraction base people want special picture cute statue dedicate sle dog deliver medicine nome alaska
Balto Statue|short walk park get balto statue definitely worth walk see especially see movie must visit
Balto Statue|include trip central park nt go statue take minute look atphotograph statue famous dog park pretty selfexplanatory
Balto Statue|kid love film watch really pleased bring surprise walk park hard find use google map childhood memory kid
Balto Statue|information serum run nome consult local library good boy balto
Balto Statue|grandaughter love balto statue pretty large sit small hill rock kid climb lot kid get photo take fun kid
Balto Statue|balto statue locate within central park pretty easy find help online map nice tribute siberian husky trek hundred mile freeze temperature deliver diphtheria vaccine fight outbreak alaska definitely worth visit go central park nice tribute locate inside central park
Balto Statue|granddaughter always love movie balto watch go central park zoo last week part day trip manhattan remind statue would close year old twin still thrill see statue beloved childhood movie bring smile face great wish turn back time little toddler granddaughter back even day visit new favorite memory see movie great treat see actual statue
Balto Statue|even hour know statue little bit different other around crowd usually gather around poorly light night plaque readable even dark eveving
Tweed Courthouse|tweed courthouse landmark build fascinate history even nt lot time take minute stop lobby restoration wonderful landmark build rich history
Tweed Courthouse|professional visit beautiful inside wo nt full access building nyc education department run office build get beautiful stairway one allow use anymore old world charm
Tweed Courthouse|beautiful old gem full history great tale one wall could talk kind place area stop soooooo nyc much old nyc history
Tweed Courthouse|tweed courthouse spectacular structure comparison building city famous bos tweed use build midnineteenth century let contract various individual business receive enormous kickback make time third large property holder city one rich man city corruption new york city politic nothing new time plunder city treasury never since reach colossal dimension come area see city hall brooklyn bridge municipal building behoof also take look tweed courthouse joseph london license new york city tour guide one extravgant building
Tweed Courthouse|neighborhood bit scary dirty court house beautiful homeless around creep rough
Tweed Courthouse|always love pas usually take photo beautiful classic nyc administrative build beautiful classical building
Tweed Courthouse|slate become museum city new york access hijack mayor bloomberg headquarters board education complete waste magnificent restoration
Tweed Courthouse|beautiful building lavishly appoint dollar may well spend elsewhere money design decorate building thank somewhat corrupt william marcy tweed man expose thomas nast political cartoon mid late century amount dollar take furbish public space build scandalous time hand leave free visit build open public beautiful monument lavish spending time money need important thing decoration beau art beau
Tweed Courthouse|nyc lot offer use time see something else perhaps something place would stir imagination may hold historic value opinion tweed courthouse downtown nyc
Tweed Courthouse|one building surround ny court court today impressive interest architecture free tour
Tweed Courthouse|big question place tweed courthouse still think great great
Tweed Courthouse|great building interest architecture ultimately actual tweed courthouse ca nt compete story history tweed courthouse worth look pas probably worthwhile make effort read great
Tweed Courthouse|one great spot new york city fill history private tour receive informative miss landmark
Tweed Courthouse|work hard one reward considerable stimulate tour interested
Tweed Courthouse|free tour must make reservation long tour hour excite tour interested ny politics era political bos great building interested architecture take year build worth effort
Tweed Courthouse|architecture buff goldmine offer free tour wonderful able relate ny bos tweed past reality building ornate splendor
Tweed Courthouse|open courthouse speak metaphorically walk build start visualize help era photography wall city practice law immense building interior build year ago side nyc many historical building goto woolworth building nyse overwhelmed building design justice serve year
Tweed Courthouse|jimbo bateso wow almost see bos tweed crony
Tweed Courthouse|public space considerable security enter house nyc department board education renovation do build something behold exquiste renovation
Tweed Courthouse|landmark building home new york city department education know tour available doe host public meeting regular basis get visit must visit landmark
Tweed Courthouse|be not expect place good centrally locate lot business people service quick great big surprise
Tweed Courthouse|see build way brooklyn bridge take nice picture exterior historical building
Tweed Courthouse|tweed courthouse house board education build beautiful front grand stair case chamber street back build part beautiful city hall park tourist love interact squirrel also love interact tourist stun neo classical design
Tweed Courthouse|never go do not know definitely worth look around grand
Morningside Park|well groom clean park near central park st john devine cathedral nice relax place plenty seat sport activity great park sit relax
Morningside Park|come upon small perfectly form park visit cathedral contrast flat central park morningside park build side hill allow strenuous exercise small lake lot turtle terrapin nt know difference place sit place play gamesi see refreshment area plenty nearby street great place sit relax watch world go well central park much small
Morningside Park|knew hill new york lovely park prettier certainly grand central park much small far few attraction beautiful lake flat
Morningside Park|love quiet small park columbia university friend thrill climb staircase great exercise quiet park big climb
Morningside Park|nice park beautiful tree good walk space stair park morningside drive side confuse morningside ave close central park calm nice way cut harlem low manhattan foot see cute kid playground area much park local tourist nice park enjoyable walk
Morningside Park|central park walk whole thing nice anything extraordinary rustic natural central park want nice place rustic
Morningside Park|want visit pupin hall walk street along park even pick geocache along way park scenic lovely green spot near columbia university
Morningside Park|area young child walk beautiful park good also run calm walk street good place child
Morningside Park|nice green space run take dog walk shady area lot tree bring blanket joy outdoors ca nt wait til fall
Morningside Park|place gather thought get lose forget city love place family time kid run free play swing quick lunch walk hand hand hunny serenity
Morningside Park|lovely park run also look peaceful location peace mind sure point morningside park also far columbia university thank hope love morningside park
Morningside Park|good local parka good place spend time friend family place sit go walk park
Morningside Park|great walk look around nyu view really good load space walk around relax lot folk walk dog also nice st john divine short walk road space view
Morningside Park|harlem eat
Metropolitan Life Insurance Tower|distinctive building clock face make special found review fascinate always fascinate build idea world tall building distinctive building
Metropolitan Life Insurance Tower|four clock face one side tower locate floor clock face foot diameter number four foot tall minute hand weigh half ton citation need original tower sheathe tuckahoe marble renovation plain limestone use cover tower east wing replace old renaissance revival detail streamline modern look much build original ornamentation remove distinctive building
Metropolitan Life Insurance Tower|right accross madison square park flatiron building meet life insurance tower really beautiful architectural build tall building time year precede singer building beautiful tower
Metropolitan Life Insurance Tower|could see clock tower hotel room cambria chelsea felt ought see rest building close impressive tower see madison sq flatiron although still private building do not go inside clock tower
Metropolitan Life Insurance Tower|another architectural wonder site around madison park flatiron area build strike due amaze huge clock face display another great photo opportunity nyc spectacular skyscraper building giant clock face
Museum of Comic and Cartoon Art MOCCA NYC|go look place get tell move uptown near zoo turn nt either look like turn illustration museum anymore
Museum of Comic and Cartoon Art MOCCA NYC|procure pelos review da society illustrator new york city aqui tripadvisor para informaes atuais sobre museu move mudouse
Museum of Comic and Cartoon Art MOCCA NYC|yes nice museum say see excavation talk batman various different artist paint different batman really nice see like one heck robot man remember really catch eye really fun museum great time
Museum of Comic and Cartoon Art MOCCA NYC|enjoy time would nt go back though see nothing else would say get nt waste would expect slightly disappoint
Museum of Comic and Cartoon Art MOCCA NYC|go museum comic cartoon art see george booth exhibit booth still go age cartoonist new yorker enjoy booth also like exhibition illustration child book moma meet worthwhile look something different nyc also enjoy drink bar bistro upstair note free tuesday big museum fun exhibit
Morris-Jumel Mansion|mansion fairly easily safely reach take local subway street walk east park charge admission tour selfguide docent available additional information morrisjumel mansion
Morris-Jumel Mansion|incredible piece history want visit many year little surprised shabby place clearly scream tlc get impression perhaps get renovation rate old get huge colonial history buff visit many similar historic site sylvester manor li washington hq nj tiny colonial farmhouse various state one least wellmarke informative visit hand piece paper paragraph house staffer saturday afternoon one gift shop take admission one make effort provide info point interest thing room open interpretive sign go altogether replace description current exhibit contemporary art outside recent interpretive sign explain garden ground end use phone find info read various online article blog afterwards miss opportunity draw public make history come alive lot work hope aberration maybe process renovate improve experience could much well
Morris-Jumel Mansion|locate block street station set stone step jumel terrace lead small park roger morris park finish consider walk high bridge nearby small house great history
Morris-Jumel Mansion|shabby worth peek plan thing may want go earlier later worth peek
Morris-Jumel Mansion|morrisjumel mansion miss tourist history buff house second home aaron burr second wife colorful history revolutionary war george washington use headquarters morris loyalist flee house location right old polo ground housing project give spectacular view river bronx house fall apart donation accept help restore selfguide tour spend time see bedroom restore also nice gift shop interest history mansion
Morris-Jumel Mansion|old home manhattan island site bluff overlook harlem river morrisjumel mansion home aaron burr second wife socialclimbing eliza jumel nee betsey bowen providence ri morrisjumel mansion beautifully restore period antique help recreate atmosphere early america nyc add bonus ghost eliza jumel make occasional visit afterlife finally yes george washington really sleep briefly make mansion military hq patriot fare well tory new york pair visit fraunce tavern wall street washington bade farewell troop follow patriot victory yorktown see hamilton broadway want see aaron burr house
Morris-Jumel Mansion|outsy make feel melancholy simple time
Morris-Jumel Mansion|randomly find museum online look house museum area despite undergo several restoration attempt still stand old survive home manhattan enter house south entrance ring door bell let inside find charm give sense enter someone home museum dark inside shutter draw every room part feel give accurate representation house may felt like century candlelight sunlight available also think shutter draw minimize sun exposure delicate fabric abundant room whether form carper wallpaper textile friend embark self guide tour home first second floor accessible well basement kitchen definitely worth check ever new york hidden gem upper west side
Morris-Jumel Mansion|take class field trip fun educational experience love play picnic lawn behind mansion staff knowledgeable answer ton question definitely place visit day hour two plenty tiny little museum look totally place
Morris-Jumel Mansion|glad make trek north visit historical site gentleman greet pleasant share lot historical fact take kid happy make stop vacation history history history
Morris-Jumel Mansion|house locate hamilton height upper manhattan neighborhood like manhattan worth stroll preferably architectural guidebook aia guide new york city hand many brooklynesque brownstone around especially eyecatche one block sylvan terrace street gorgeous symmetrically build wooden row house manhattan old exist residence
Morris-Jumel Mansion|century mansion manhattan borrow mjm even nt let ghost eliza jumel scare wonderful set private event
Morris-Jumel Mansion|beautiful old home new york enjoy look around house self guide tour luckily get good look around able read information room beautiful view window lot snow outside make beautiful small entrance fee house really well heat little gift shop interest old house
Morris-Jumel Mansion|guide excellent take outside talk neighborhood ground show inside house must american history buff love much consider become member learn special event read mansion go house haunt ask question tour guide explain topic discus hmmmm go guide tour
Morris-Jumel Mansion|note new yorkers never neighborhood immediately surround mansion must go happy surprise row house stun like nothing ever see manhattan especially far north island really want love
Morris-Jumel Mansion|site hide away northern manhattan relatively small room view like take hour view mansion walk around ground take walk newly open highbridge minute away great get away midtown tourist mecca crowd feel sorry staff mansion air condition visit one hot day summer hide gem
Morris-Jumel Mansion|senior stay excellent volunteer run historical relevance home worth couple hour time interested revolutionary war small pack history
Morris-Jumel Mansion|long way ouy main drag see half hour less probably worth make special trip however history old build original furniture area definately go piece history
Morris-Jumel Mansion|walk around ground view recently instal sink garden wander grass relax bench outside inside allow go room unfortunate exhibit panel tell extensive research do restore room take break hustle bustle manhattan
Morris-Jumel Mansion|house land belong nycs park recreation department explain sore state disrepair nonfor profit organization take care interior guide tour conduct every saturday noon fascinate guide clearly love history guide keep spell bind good hour take uptown st look town mansion behind supermarket admission furnish belong jumel furniture authentic period even particular house way back walk one block west amsterdam take go downtown way east village bus travel much well subway less expensive cab bus pas trinity church cemetery mausoleum locate street broadway elisa jumel lie piece step wooden plank washington adam jefferson hamilton knox walk
Morris-Jumel Mansion|approach west first see charm lane wooden row house paint end palladianstyle mansion use george washington base city small house equip original furnish otherwise replacement piece interestingly mr jumel later marry elderly aaron burr although marriage last year burr course man kill alexander hamilton duel also vice president jefferson tour available look around something nt expect find manhattan hide historical gem
Morris-Jumel Mansion|old house new york wall could talk read little visit totally enhance visit morrisjumel first stop truly fascinate hour washington height within walk distance block free alexander hamilton home grange new highbridge old polo ground original brush stairway sylvan terrace hispanic society america museum trinity mausoleum eliza jumel john astor iv die titanic sink bury crowd feel adventurous walk across geo washington bridge heart pound much history trip back time
Morris-Jumel Mansion|room see decce period style little info board bedroom upstairs kitchen downstairs unless get lengthy conversation wo nt long visit suggestion speak staff great interest history enthusiastic staff
Morris-Jumel Mansion|everyone staff super friendly helpful guide give tour mansion well prepare ready answer question time visit right renovation bring everything accurate representation time lot painting piece furniture miss sugg call plan visit beautiful nyc secret
Morris-Jumel Mansion|get subway short walk past grocery store unexpected quaint street call jumel terrace beat path attraction worth see
Morris-Jumel Mansion|want check morrisjumel mansion time finally make trip would heavily advise take public transportation unless live close parking difficult house cool site see walk cobblestone street one remain building colonial new york go door straight home gift shop great item pay admission fee would advise call ahead nt traditional house tour guide tour offer pm time give free range home informative card room tell room history without guide nt come life well highlight bedroom upstairs din room first floor aaron burr bedroom feature pb documentary hamilton america picture lin room write music fan musical like place history lover indeed love also far hamilton grange memorial could easily day nice house great history
Morris-Jumel Mansion|build wonderful old home historical treasure well preserve historic neighborhood old remain home new york need work outside return original beauty inside lovingly restore show various taste former owner build morris second high point city force revolutionary war british supporter month house headquarters general george washington british take buy stephen eliza jumel stephen die eliza married time aaron burr divorce live house die age city buy turn museum well worth visit especially tour knowledgeable margaret available passionate house people live do considerable research history step back time
Morris-Jumel Mansion|jumel mansion beautiful historic building harlem happy say locate block home wonderful piece history time capsule superb place visit little crowd locate quiet part upper west side surround edgecombe park altogether afford nice peaceful interest visit cost admission dollar totally worth even interest part historical figure occupy property take stroll kid one many truly enjoy picture enjoy view hope one day visit wonderful place incredible place nyc hidden gem morrisjumel mansion
Morris-Jumel Mansion|sure check house sylvan terrace gate mansion park turn around check row house great part ny history
Morris-Jumel Mansion|garden shade area nt believe house air condition keep mind go humid day check website varied special event think anything duel historic reenactment art music festival get well every year
Morris-Jumel Mansion|mansion old house manhattan residence british colonel roger morris american wife mary phillipse later purchase stephen jumel eliza bowen eliza become wife aaron burr stephen death house great history include dinner host george washington attendance thomas jefferson john adam james madison alexander hamilton colonel william knox lovely house furnish many original piece jumel easily access subway manhattan remain colonial residence
Morris-Jumel Mansion|ghost well paranormal event join predict dark night old creak building let imagination run wild definitely residual presence one two room bit husband feel sadly first president madame eliza worth seek
Morris-Jumel Mansion|love place love visit twice tour second holiday jazz concert december perfect venue lovely intimate performance original work jazz take holiday favorite mansion fascinate historic home rich history past george washington use one room plot strategy revolutionary war flee quickly troop approach right modern time linmanuel miranda find inspiration part hamilton sit aaron burr old bedroom tour home serve countless fascinate story highly recommend schedule visit take tour make home come alive colorful character agenda intertwine relationship interior beautiful set invite peaceful original wall paper mansion purchase paris able research record purchase design restoration old rare document discover library recent year sell almost million dollar fund restoration interior thrill also learn grant finalize make much need repair outside separate jurisdiction possible plan take friend celebrate birthday january close repair website indicate reopen mid feb look forward return rich interweave layer history intrigue story
Morris-Jumel Mansion|visit morrisjumal mansion last nine month first time walk around may rainy day garden still beautiful find history interest teenager accompany less enthral second time late summer go friend take tour guide marvelous tell wonderful story history experience mansion volunteer since marvelous story queen elizabeth ii visit mansion mansion need work often visit place george washington eat plan lin manuel miranda work musical hamilton take tour marvelous story historic place
Morris-Jumel Mansion|unfortunately mansion currently close owe flood damage hope reopen midlate february advise check website stay nearby waste journey close due flood
Morris-Jumel Mansion|year old bear raise new york love visit old house new york special place waste time go yet another house new york much offer new york cornucopia wonderful thing see unless history wast time
Morris-Jumel Mansion|brother attend ghost hunt even mansion tour historical education enjoyable host vinnie chris knowledgeable entertain would recommend fun even informative enjoyable even
Morris-Jumel Mansion|nice visit historical value old house right middle spanish harlem worth detour old house town
Morris-Jumel Mansion|have want see pretty much since see ghost adventure little simple expect little print out door ton see inside house also dire need tlc shame be let go downhill like staff also quirky there s young guy that s awesome kind lady rude snarky everything would say snap get close anything house bit unsettle seem knowledgeable lady offputte little hard find lot stair get be walk subway happen around area worth see nothing else see chair lin manuel write hamilton way see probably will not make break cool mansion manhattan
Morris-Jumel Mansion|lovely house american revolution history easy get subway mr jumel connection napoleon nice little gift shop memorabilia expensive sport history add second floor interest historical
Flatiron Building|must see architecture photography iconic
Flatiron Building|flatiron build one part interest district building unique subject many photo area include madison park home shake shack slew top notch restaurant great store interior decorate restoration hardware abc carpet many area busy midtown crush financial district different vibe iconic landmark
